ID,Response Status,Participant Type,Q1_6_TEXT,Q4,"For those who answered Q4, do they know which app store they are using?",Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_7,Q8_8,Q8_9,Q8_10,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_11,Q11_12,Q11_7,Q11_8,Q11_9,Q11_10,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,Q15_19,Q15_20,Q15_21,Q15_22,Q15_23,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29.1,Q29.2,Q29.3,Q29.4,Q29.5,Q29.6,Q29.7,Q29.8,Q29.9,Q29.10,Q29.11,Q29.12,Q29.13,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10
5761,1,2,1,1,1,2,1,,,,1,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,24,2,16,3,1,4,5,20,2,1,2,4,,,,4,,,,,,,,,,4,4,7,4,4,4,7,1,4,6
5762,1,2,1,8,2,2,1,,,,1,,,,,,1,,,,,,,,,,1,1,,1,1,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,1,1,,,,,,1,,1,,1,,1,,,,,,,,,1,,1,,,,1,,,1,1,,,,2,42,2,5,3,2,4,2,13,2,6,21,4,,,,2,,,,,,,,,,5,1,7,6,5,7,7,1,4,5
5764,1,2,1,1,1,5,2,,,1,1,,,1,,1,1,,1,,,,1,1,,,,1,,1,1,,1,,,1,,,,1,,1,1,,,,,1,,,,,1,,,1,,,,,,,,1,,,1,1,,1,,1,,,1,,1,1,1,1,,,,,1,,,,,1,1,1,,,1,1,1,,,1,,,1,1,,,,2,29,3,5,3,1,5,5,19,2,1,5,4,,,,8,,,,,,,,,,5,5,5,3,5,7,7,2,6,5
5765,1,2,1,3,1,6,3,,,1,1,1,,1,,,1,,,,1,,1,,1,,,1,,1,1,,,,,,,,,,,1,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,1,,,1,,1,1,1,1,,1,1,,,1,,,,,,,,1,,1,,1,,1,1,,,,2,29,3,13,12,9,4,4,19,2,2,16,10,,,,,,,,,,6,,,,4,4,7,6,6,5,6,1,3,2
5766,1,2,1,4,1,2,1,,,,1,,,,,1,,,,,,,,,,,1,1,1,,,,,,,1,,1,,,,1,,,,1,1,1,,,1,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,1,,1,1,1,,,,,1,,1,,,,1,1,,,,,1,,,,,,,,2,26,2,3,2,8,4,2,10,2,6,16,2,,3,,,,,,,,,,,,4,3,7,3,7,1,5,1,3,1
5768,1,2,1,6,1,5,1,,,,,1,,1,,,1,,1,,1,,,,,,,1,1,1,1,,,,,,,1,,,,1,,,,,,1,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,1,,1,1,,,1,,1,1,1,,1,,2,47,2,5,3,2,4,3,25,2,1,8,4,,,,5,,,,,,,,,,5,3,7,2,7,3,7,2,7,2
5769,1,2,1,5,1,6,3,,1,1,1,1,,,,,1,1,,1,,,1,,1,,1,1,,,1,,1,,,,1,1,,1,,1,1,1,,,,1,1,,,,,,,,1,1,1,,1,,,1,,,1,,,1,1,,1,,,,1,,1,1,1,1,1,,1,1,,1,1,,,1,,,,1,,,,1,1,1,1,1,1,1,,1,31,3,13,12,9,4,3,18,2,1,3,10,,,,,,,,,,8,,,,4,2,6,2,6,5,6,1,7,2
5773,1,2,1,3,1,5,1,,1,1,1,,,1,,1,1,,1,,1,,1,,1,,1,,1,1,1,1,1,,,1,,1,,1,,1,,,,1,1,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,,1,1,1,,,,1,,,1,,,,,,,1,,1,1,,,1,,,,1,,1,1,,1,,,1,19,2,5,3,1,1,2,14,2,4,24,4,,,,12,,,,,,,,,,4,2,4,4,5,2,4,3,3,3
5774,1,2,1,2,1,5,2,,1,,1,,,,,1,1,1,1,,,,1,,1,,1,1,1,1,1,,1,1,,1,,1,1,1,,1,1,,,,1,,,,,,1,,,,,1,1,,,,,1,,1,1,,,1,1,1,,,,,,,1,1,,1,,,,1,,1,,1,,,,1,,1,,1,,1,,,1,1,1,,,2,26,3,5,13,11,1,6,16,2,3,1,12,,,,,,,,,,,,4,,7,5,5,6,5,2,5,5,4,2
5776,1,2,1,2,1,2,1,,,,,1,,,,1,1,,1,1,,,,,,,,1,,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,1,,,,,,,1,,1,,,,1,,1,1,,,,,1,,,1,,,,1,,,,2,35,3,5,3,1,4,5,17,2,1,25,4,,,,6,,,,,,,,,,4,4,5,4,5,5,5,2,5,3
5777,1,2,0,1,1,2,1,,1,,,,,,,,,,1,,,,1,,,,,1,,1,,,1,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,25,1,5,3,1,1,5,21,2,6,24,4,,,,4,,,,,,,,,,2,3,4,6,4,7,5,2,4,1
5779,1,2,1,5,1,4,2,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,43,3,3,2,8,4,3,18,2,1,1,2,,9,,,,,,,,,,,,6,3,6,2,6,4,6,2,6,2
5780,1,2,1,4,1,2,1,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,47,3,13,12,9,4,3,17,2,1,10,10,,,,,,,,,,2,,,,2,2,5,3,5,6,7,2,5,3
5781,1,2,1,1,1,7,4,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,,1,,2,20,2,9,7,11,1,5,16,2,4,3,7,,,,,,,10,,,,,,,6,1,7,1,6,2,7,1,6,2
5783,1,2,0,5,2,6,2,,1,,1,1,,,1,,1,,1,1,1,,,1,,,,,,1,,1,1,,,1,,1,,,,1,1,,,,1,,,,,1,,,1,1,1,,,,1,,,,1,,,,,1,1,,,,,1,,,,1,,,1,,1,,,,,,,,,,,1,,,,1,1,,,1,1,1,,2,21,2,13,12,9,4,3,19,3,2,16,10,,,,,,,,,,12,,,,2,3,7,3,7,4,6,1,3,3
5784,1,2,1,3,1,6,4,,,1,1,1,,,,1,,1,1,,1,,1,1,1,1,,1,1,1,1,1,,,,1,1,1,,,,1,1,,1,1,1,1,,,,1,,,,,1,,1,1,1,,,1,1,,,,,,1,,1,,,,1,,1,,1,,1,,,,,,,1,1,,,,,1,,,,1,,,,,,,,1,17,2,14,11,6,1,2,11,2,4,24,11,,,,,,,,,,,6,,,3,3,5,5,5,6,7,3,5,4
5785,1,2,0,3,1,6,2,,1,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,1,,1,,,,,1,,,,1,,1,,,,1,1,1,1,1,,,,2,44,3,1,15,1,4,3,13,2,6,14,12,,,,,,,,,,,,4,,3,1,7,1,4,3,5,1,2,5
5788,1,2,1,1,1,4,2,,,,1,,,,,,,1,,,,,,,,,,1,,1,,1,1,,,,,1,,,,1,1,,,,,1,,,,,1,,,1,,,,1,,,1,,,,,,,,,,,,1,,1,,,,,1,1,,,,,1,,,1,,,,1,1,1,,,1,,,1,1,,1,,2,58,3,1,15,1,4,4,13,2,7,15,12,,,,,,,,,,,,3,,2,4,5,6,6,2,6,5,5,3
5789,1,2,1,5,1,1,1,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,55,2,7,5,2,6,5,12,2,1,13,6,,,,,,3,,,,,,,,5,4,4,4,7,7,6,1,6,3
5790,1,2,0,4,1,6,3,,1,1,1,,,,,1,,1,1,1,1,,1,1,,1,1,1,,1,1,1,1,1,,,,1,1,,,1,1,,,,1,,,,,,1,,,,,,1,,,,,1,,,1,1,,1,1,1,,,1,,1,1,1,1,,1,1,,1,,,,1,1,,1,,1,1,1,,,,1,1,,1,1,1,1,,1,21,2,3,2,8,4,5,18,2,4,24,2,,5,,,,,,,,,,,,4,6,6,3,6,5,5,2,5,1
5791,1,2,1,3,1,2,1,,,,1,,,,1,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,,,,,1,,,,,,,,2,25,2,3,2,8,5,5,20,2,1,2,2,,4,,,,,,,,,,,,5,2,6,4,7,4,6,4,7,1
5792,1,2,0,1,1,3,2,,,,1,,,,,,1,,,1,,,1,,,,,,1,,1,,,,,,,,,,,1,1,,,1,,1,1,,,,1,,1,1,,,1,,,,1,,,,,,,,,1,,1,,1,,,,1,,,1,,,1,1,,1,,1,1,,,,1,,,,1,,,,1,,1,,1,38,3,5,3,2,4,2,12,2,1,11,4,,,,6,,,,,,,,,,6,1,6,2,5,3,5,1,6,1
5793,1,2,1,2,1,2,1,,,,1,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,1,,,,1,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,1,,1,1,,,,1,,,,,,,,1,32,3,3,2,8,4,3,25,2,1,1,2,,9,,,,,,,,,,,,6,3,6,4,7,1,5,3,3,1
5795,1,2,1,6,1,8,4,,1,1,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,1,,,,,,,,,,,2,21,2,1,2,1,4,5,8,2,1,10,2,,2,,,,,,,,,,,,6,6,6,6,6,6,6,2,6,2
5796,1,2,1,1,1,6,2,,1,,1,1,,,,,,1,1,,,,,,,,1,1,,1,,,,,,,,1,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,1,,1,,,,,1,,,1,1,,1,1,,,1,,,,,,,,,,,,1,23,2,9,7,11,1,5,18,2,2,2,7,,,,,,,1,,,,,,,5,2,7,5,5,2,5,5,2,2
5797,1,2,,3,1,7,4,,1,,,1,,,,1,,,,,1,,1,,1,,1,1,,,,,,1,,1,,1,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,1,,,1,,,1,1,,,,1,,,,1,,1,,,,1,1,,1,,1,,,1,1,,,,,,1,,1,1,1,1,1,,1,40,4,12,10,10,3,5,15,2,3,7,9,,,,,,,,,9,,,,,6,6,7,4,6,5,6,5,6,4
5798,1,2,1,1,1,7,4,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,,,,1,1,,1,,,1,,,1,,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,,,1,,,,,,,,1,1,1,1,1,,1,,1,,,,,,1,1,1,1,1,,,,,1,,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,19,2,3,2,8,7,2,11,2,4,24,2,,1,,,,,,,,,,,,3,3,7,2,7,7,3,5,7,5
5799,1,2,1,4,2,3,3,,,,1,,,,,,,,,,1,,,,,,,1,,,1,,1,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,1,,1,32,1,5,3,2,7,2,9,2,1,15,4,,,,4,,,,,,,,,,1,1,6,2,6,2,6,1,4,4
5800,1,2,1,3,1,3,2,,,,,1,,,,,1,1,1,,,,1,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,1,1,,,1,1,,1,1,1,,,1,,1,,,,,1,,,,,,1,,1,,,,,1,,,,,2,36,1,5,3,1,4,3,13,1,5,25,4,,,,5,,,,,,,,,,6,2,6,5,6,3,7,1,3,2
5803,1,2,1,4,1,7,3,,1,,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,1,,1,1,,1,1,,,1,1,1,1,,,1,1,,,,,1,,1,,,,,,1,,1,,,,,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,,1,43,3,6,4,7,1,3,22,2,1,20,5,,,,,4,,,,,,,,,7,7,7,5,7,2,7,2,7,7
5805,1,2,1,1,1,2,1,,1,,1,,,,,,,,1,,,,,,,,1,1,,1,,1,1,,,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,1,,,,,1,,1,,,,,1,,,1,1,,1,,,,1,,,1,1,,,,1,69,3,5,3,1,4,2,14,2,8,2,4,,,,12,,,,,,,,,,5,4,5,2,5,5,5,2,6,3
5806,1,2,1,3,1,3,1,,,1,,1,,,,,,,1,,,,1,,1,,,,,1,1,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,,,2,27,1,5,3,1,5,2,13,2,5,25,4,,,,4,,,,,,,,,,5,4,7,4,6,6,6,7,6,6
5807,1,2,1,1,1,2,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,26,2,1,3,1,1,3,13,2,1,5,1,2,,,,,,,,,,,,,4,4,5,4,2,4,4,4,4,3
5808,1,2,1,2,1,2,1,,1,,1,1,,,,1,1,1,1,1,1,,,1,1,,1,1,,1,1,,,,,1,,1,,,,1,,,,,,1,,,,,,1,1,1,,,,,,,,1,,1,1,,,1,1,1,1,,,,1,1,1,,1,1,1,,,,,,,1,,,,1,,1,,,,1,,,1,,,1,,2,28,7,16,16,10,5,5,18,2,1,4,12,,,,,,,,,,,,4,,6,5,7,4,5,4,6,1,5,1
5809,1,2,1,4,1,2,1,,,1,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,56,3,16,3,11,1,6,15,2,3,3,4,,,,4,,,,,,,,,,6,2,4,2,6,2,6,4,5,2
5810,1,2,1,3,1,2,1,,,,,,1,,,,,1,1,,,,1,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,2,26,1,5,3,1,5,2,13,2,5,16,4,,,,5,,,,,,,,,,3,4,5,4,5,5,5,3,5,4
5812,1,2,,3,2,1,1,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,32,1,5,3,2,4,2,12,2,5,16,4,,,,4,,,,,,,,,,4,3,7,4,5,6,6,2,6,4
5814,1,2,1,3,1,5,2,,1,,,,,1,,,,1,,1,,,1,,,,1,1,,1,1,,,,,,,1,,,,,1,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,1,1,,,1,,1,,1,63,3,5,3,1,4,6,18,2,2,6,4,,,,6,,,,,,,,,,5,1,6,1,7,2,7,2,7,1
5815,1,2,1,4,1,2,1,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,34,2,5,3,2,4,2,18,1,4,24,4,,,,5,,,,,,,,,,4,7,7,6,7,7,7,3,3,1
5816,1,2,1,3,1,8,4,,,1,1,,,,,1,,,1,,,,,,,,1,,,1,,,1,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,1,17,2,14,11,6,1,2,11,2,4,24,11,,,,,,,,,,,6,,,2,2,4,3,3,7,4,1,5,6
5818,1,2,1,4,1,6,2,,1,1,1,1,,,,1,,1,1,,1,,1,,1,,,,1,,1,1,1,,,,,1,,,,1,1,,,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,1,1,,,1,,,,,1,1,1,1,,1,1,,1,,1,,1,,1,,1,,1,,1,1,,1,1,,1,,2,20,2,3,2,8,4,2,15,2,4,17,2,,1,,,,,,,,,,,,2,1,5,1,7,7,7,2,7,4
5819,1,2,1,1,1,4,2,,1,,1,1,,1,,1,1,1,1,1,,,,,,,1,1,,,,,1,,,,,1,,,,1,1,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,1,,,,1,,,1,,,1,,1,44,2,5,3,2,7,2,12,3,5,24,4,,,,2,,,,,,,,,,5,5,7,4,4,6,7,1,6,4
5820,1,2,1,1,1,6,2,,1,,1,1,,1,,1,,1,1,,,,1,,,,1,1,,1,,,1,,,1,,1,1,,,1,,,,,1,,,,,,1,,1,1,,1,1,1,,,,1,,,1,,,,1,1,1,,,,,,,1,1,1,1,,,1,,1,1,1,,,1,1,,1,,1,,1,,1,1,,1,1,,1,31,3,3,2,8,6,3,20,2,1,1,2,,9,,,,,,,,,,,,4,7,6,6,5,4,5,2,7,3
5821,1,2,1,3,1,6,2,1,1,1,1,1,,1,,1,,,,1,,,1,,1,,,1,,1,,,1,,,1,,1,,,,1,,,,1,1,,1,,,1,,,1,1,1,1,,,,,,1,,,1,,,1,1,1,,,,,,1,1,,1,1,,,,1,,,1,1,1,,,,1,1,1,,,1,,,,1,1,1,,1,28,3,3,2,8,4,2,12,2,1,2,2,,5,,,,,,,,,,,,7,7,7,7,7,3,7,2,4,4
5822,1,2,1,1,1,2,1,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,68,3,4,14,1,4,5,15,2,8,15,3,,,6,,,,,,,,,,,2,5,5,3,4,6,3,2,5,4
5824,1,2,1,1,1,5,2,,,,1,,,,,1,,,,,,,1,,,,1,,,1,,,,,,,,,1,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,,,,2,58,3,16,16,10,3,3,19,2,2,2,13,,,,,,,,,,,,,2,6,3,5,3,5,4,5,1,6,2
5825,1,2,1,3,1,2,1,,1,,,,,,,1,,1,1,,,,,,,,1,1,,1,1,,,,,,,,1,,,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,1,1,1,1,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,28,2,5,3,2,4,3,17,2,1,17,4,,,,6,,,,,,,,,,3,4,6,4,5,5,4,2,2,4
5826,1,2,1,3,2,3,2,,,1,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,20,2,5,3,1,1,5,16,2,4,24,4,,,,12,,,,,,,,,,6,5,5,5,6,6,5,5,5,5
5827,1,2,1,4,1,4,2,,,1,1,,,,,,1,1,1,,1,,,,,,1,1,1,,1,1,,,,1,,,,,,1,1,1,,1,1,,,,1,,,,,,,,,,,,,1,,,1,,,1,,,,,,1,1,,1,1,1,1,1,,1,,,,1,1,,1,,1,,1,,,,1,,,1,,,1,,2,33,3,3,2,8,4,5,20,2,1,8,2,,6,,,,,,,,,,,,7,6,7,4,7,3,7,4,2,2
5829,1,2,1,4,1,4,2,,1,,1,1,,,,,1,1,1,1,,,,,,,1,1,,1,,,,,,,1,1,,,1,1,,,1,,,,1,,,,,1,,,,,1,,,,,1,,,1,,,1,1,1,1,1,1,,1,1,1,,,1,,,1,1,,1,1,,1,,,1,,1,,1,,1,,,,1,,1,,1,38,6,6,4,7,1,5,23,2,1,8,5,,,,,3,,,,,,,,,7,2,7,3,7,4,7,2,4,6
5830,1,2,1,6,1,3,1,,,,,1,,1,,,,,,,,,1,,,,1,,,1,,,,,,1,,,,,,1,,,,,1,1,,,,,,,1,1,,1,,,,,1,,,,,,,,,,1,,,,,,1,1,,,1,,1,,,,1,,,,,,,,,,,1,,,1,1,,1,,1,36,3,12,10,10,3,5,18,2,1,20,9,,,,,,,,,7,,,,,4,3,7,2,5,7,7,5,7,1
5835,1,2,0,3,1,6,2,,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,,1,1,,1,1,1,1,,1,,1,1,1,,1,1,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,1,,1,1,,,1,,,1,1,1,1,1,,1,,,,,1,,1,,,1,1,1,,,1,,,1,,1,1,,1,18,1,3,2,8,5,2,10,2,4,24,2,,1,,,,,,,,,,,,5,5,4,5,6,6,6,4,6,3
5836,1,2,0,1,1,5,2,,1,1,1,1,,1,,,1,1,1,1,1,,1,,,,1,1,,1,1,1,1,,,1,,1,,,,1,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,1,1,,1,,,1,1,,,1,,,1,1,,1,,2,34,1,6,3,1,1,2,16,3,5,25,4,,,,12,,,,,,,,,,5,4,7,3,7,7,7,2,6,1
5837,1,2,1,3,1,6,3,,1,,1,1,,1,,1,1,1,,1,,,1,1,,,1,1,,,1,,1,,,1,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,,,,1,1,1,1,,1,,,,1,,,1,1,1,,1,,1,,1,,,1,1,,1,,1,21,1,3,2,8,4,3,15,2,1,15,2,,1,,,,,,,,,,,,3,3,5,1,5,4,5,5,7,5
5839,1,2,1,4,1,7,2,,1,1,1,,,1,,1,,,,1,1,,1,,1,,,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,,,,,1,,,,,,,,,,1,1,,1,,,1,,,,,,,1,,,,,,,,,1,,1,1,,1,1,,1,1,1,1,1,,1,,1,,,,1,,1,1,,,1,,2,17,2,16,2,8,4,2,10,2,4,24,2,,4,,,,,,,,,,,,7,5,7,7,7,1,7,1,1,1
5840,1,2,1,3,1,4,1,,,1,1,1,,,,1,1,1,,,,,,,,,1,,,1,1,,1,,,,,1,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,1,,,1,1,,,,,1,1,,,1,,,1,,,,,,,,,1,1,,,,1,,,,,,,,2,34,3,9,3,1,6,5,20,2,1,3,4,,,,5,,,,,,,,,,4,1,5,4,5,4,7,2,5,1
5841,1,2,1,3,1,2,2,,1,,,1,,,,,,,1,,1,,,,1,,,1,,1,,,,,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,1,,1,1,1,,1,1,,,1,1,1,,1,,,1,,,,,,,,1,,,,,,,,1,,,,2,24,3,5,3,1,4,2,11,2,1,8,4,,,,3,,,,,,,,,,3,2,5,3,3,6,5,2,5,4
5842,1,2,1,3,1,5,2,,1,,1,1,,1,,1,,,1,,,,1,1,,1,1,,,1,,,,1,,1,1,1,,,,1,1,,,,1,1,,,,,,,,1,,,1,,,,1,,,,,,,1,,1,,,,,,1,1,,,1,,,,,,,,1,,,,,,1,,,,1,,1,1,,,,,1,21,2,3,2,8,4,5,15,2,2,7,2,,6,,,,,,,,,,,,6,6,7,5,4,5,6,1,4,5
5844,1,2,0,3,1,6,2,,,,1,1,,,,,,1,,1,1,,1,,,,1,1,,1,1,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,2,50,2,1,15,1,2,3,17,1,7,10,12,,,,,,,,,,,,2,,4,4,6,2,5,4,5,3,4,1
5845,1,2,0,6,2,3,1,,1,,1,1,,,,,,,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,1,1,,,,,,,,,,,,1,1,,,,1,,,,,1,,,,2,48,1,4,3,1,4,3,11,1,7,5,4,,,,3,,,,,,,,,,1,2,5,4,5,5,5,2,5,5
5846,1,2,0,3,1,6,4,,,,1,1,,1,,,,1,,,1,,1,,,,1,,,,,1,,,,1,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,1,,,,,2,34,3,16,16,11,4,6,20,2,5,11,6,,,,,,3,,,,,,,,2,6,7,4,7,3,6,7,7,2
5848,1,2,1,3,1,6,4,,,1,1,,,,,,1,1,,1,,,1,,,,1,1,,,1,1,1,,,,,,1,,,1,1,,,1,,,,,1,,,,,,,,,,,,,1,,,1,1,,,,,,,,,1,,,1,,1,1,,,,,,,1,,1,,,,1,,,,1,,1,,,,1,,1,18,2,14,11,6,1,2,13,2,4,24,11,,,,,,,,,,,7,,,4,6,4,3,5,6,5,4,4,4
5849,1,2,1,5,1,3,3,,,,1,,,,,,,1,,,,,,1,1,,,,,,1,,,1,,1,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,,1,1,,,1,,,1,,,,,1,1,,,,,1,,,,1,,,1,,,1,,2,22,2,9,7,1,6,8,19,2,4,24,7,,,,,,,6,,,,,,,6,1,6,5,6,3,6,6,4,2
5850,1,2,1,5,2,1,1,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,2,87,5,16,3,1,4,2,12,2,8,2,4,,,,2,,,,,,,,,,6,1,7,3,7,6,6,1,7,1
